0.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779252507
1.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779252572
2.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779252638
3.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779252702
4.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779252771
5.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779252840
6.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779252903
7.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779252967
8.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253035
9.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253104
10.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253167
11.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253232
12.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253299
13.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253368
14.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253429
15.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253495
16.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253561
17.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253637
18.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253694
19.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253760
20.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253825
21.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253898
22.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779253958
23.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254023
24.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254090
25.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254166
26.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254222
27.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254288
28.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254355
29.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254424
30.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254486
31.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254552
32.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254619
33.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254697
34.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254751
35.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254818
36.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254881
37.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779254948
38.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255013
39.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255081
40.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255146
41.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255223
42.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255279
43.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255344
44.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255409
45.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255481
46.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255563
47.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255608
48.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255674
49.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255746
50.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255805
51.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255871
52.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779255937
53.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779256014
54.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779256070
55.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779256135
56.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779256201
57.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779256268
58.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779256347
59.0, 1, 04:18:d6:21:51:49, -72, 04:18:d6:21:98:87, -82, 04:18:d6:22:98:8c, -95, 06:18:d6:21:51:49, -74, 1621779256410
